n_years,mean_OL_revenue_MNOK,mean_CL_revenue_MNOK,mean_PF_revenue_MNOK,mean_VoF_MNOK,std_VoF_MNOK,mean_residual_regret_MNOK,wilcoxon_stat,wilcoxon_p_CL_gt_OL
22,1095.4995823213999,1136.9284050068873,1404.9182256188517,41.42882268548737,165.79461662210707,267.98982061196443,169.0,0.08809590339660645
