mean_OL_total_MNOK,mean_CL_total_MNOK,mean_PF_total_MNOK,mean_VoF_total_MNOK,std_VoF_total_MNOK,median_VoF_total_MNOK,wilcoxon_p_CL_gt_OL,mean_VoF_J_MNOK,mean_VoF_E_MNOK,mean_VoF_R_MNOK,mean_VoF_J_share,mean_VoF_E_share,mean_VoF_R_share,mean_regret_MNOK,n_years
374.22416219550047,375.21490985981586,409.19647520039604,0.9907476643153827,21.251192273266977,2.5943703028838936,0.04586625099182129,0.9907476643153806,0.0,0.0,0.9999999999999979,0.0,0.0,33.98156534058025,22
