,probability
s000,0.030000000000000006
s001,0.030000000000000006
s002,0.030000000000000006
s003,0.030000000000000006
s004,0.030000000000000006
s005,0.030000000000000006
s006,0.024000000000000004
s007,0.024000000000000004
s008,0.024000000000000004
s009,0.02166666666666667
s010,0.02166666666666667
s011,0.02166666666666667
s012,0.015000000000000003
s013,0.015000000000000003
s014,0.015000000000000003
s015,0.013097222222222225
s016,0.013097222222222225
s017,0.013097222222222225
s018,0.013000000000000003
s019,0.013000000000000003
s020,0.013000000000000003
s021,0.013000000000000003
s022,0.013000000000000003
s023,0.013000000000000003
s024,0.012000000000000002
s025,0.012000000000000002
s026,0.012000000000000002
s027,0.010666666666666668
s028,0.010666666666666668
s029,0.010666666666666668
s030,0.010477777777777777
s031,0.010477777777777777
s032,0.010477777777777777
s033,0.010477777777777777
s034,0.010477777777777777
s035,0.010477777777777777
s036,0.01
s037,0.01
s038,0.01
s039,0.009500000000000001
s040,0.009500000000000001
s041,0.009500000000000001
s042,0.00928888888888889
s043,0.00928888888888889
s044,0.00928888888888889
s045,0.00928888888888889
s046,0.00928888888888889
s047,0.00928888888888889
s048,0.007858333333333333
s049,0.007858333333333333
s050,0.007858333333333333
s051,0.007858333333333333
s052,0.007858333333333333
s053,0.007858333333333333
s054,0.006966666666666669
s055,0.006966666666666669
s056,0.006966666666666669
s057,0.006000000000000001
s058,0.006000000000000001
s059,0.006000000000000001
s060,0.005700000000000001
s061,0.005700000000000001
s062,0.005700000000000001
s063,0.005700000000000001
s064,0.005700000000000001
s065,0.005700000000000001
s066,0.005238888888888888
s067,0.005238888888888888
s068,0.005238888888888888
s069,0.005238888888888888
s070,0.005238888888888888
s071,0.005238888888888888
s072,0.005
s073,0.005
s074,0.005
s075,0.004333333333333334
s076,0.004333333333333334
s077,0.004333333333333334
s078,0.0036944444444444455
s079,0.0036944444444444455
s080,0.0036944444444444455
s081,0.0029555555555555563
s082,0.0029555555555555563
s083,0.0029555555555555563
s084,0.002666666666666667
s085,0.002666666666666667
s086,0.002666666666666667
s087,0.002619444444444444
s088,0.002619444444444444
s089,0.002619444444444444
s090,0.0023222222222222225
s091,0.0023222222222222225
s092,0.0023222222222222225
s093,0.0019000000000000004
s094,0.0019000000000000004
s095,0.0019000000000000004
s096,0.0017083333333333334
s097,0.0017083333333333334
s098,0.0017083333333333334
s099,0.001583333333333334
s100,0.001583333333333334
s101,0.001583333333333334
s102,0.0014777777777777782
s103,0.0014777777777777782
s104,0.0014777777777777782
s105,0.0013666666666666666
s106,0.0013666666666666666
s107,0.0013666666666666666
s108,0.0013333333333333335
s109,0.0013333333333333335
s110,0.0013333333333333335
s111,0.0013333333333333335
s112,0.0013333333333333335
s113,0.0013333333333333335
s114,0.0012666666666666668
s115,0.0012666666666666668
s116,0.0012666666666666668
s117,0.0007972222222222224
s118,0.0007972222222222224
s119,0.0007972222222222224
s120,0.0007388888888888891
s121,0.0007388888888888891
s122,0.0007388888888888891
s123,0.0006833333333333333
s124,0.0006833333333333333
s125,0.0006833333333333333
s126,0.0006333333333333334
s127,0.0006333333333333334
s128,0.0006333333333333334
s129,0.00047222222222222235
s130,0.00047222222222222235
s131,0.00047222222222222235
s132,0.0003777777777777779
s133,0.0003777777777777779
s134,0.0003777777777777779
s135,0.00034166666666666666
s136,0.00034166666666666666
s137,0.00034166666666666666
s138,0.0003166666666666667
s139,0.0003166666666666667
s140,0.0003166666666666667
s141,0.00022777777777777778
s142,0.00022777777777777778
s143,0.00022777777777777778
s144,0.00022777777777777778
s145,0.00022777777777777778
s146,0.00022777777777777778
s147,0.00018888888888888894
s148,0.00018888888888888894
s149,0.00018888888888888894
s150,0.0001527777777777778
s151,0.0001527777777777778
s152,0.0001527777777777778
s153,0.00012222222222222224
s154,0.00012222222222222224
s155,0.00012222222222222224
s156,0.00011388888888888889
s157,0.00011388888888888889
s158,0.00011388888888888889
s159,9.444444444444447e-05
s160,9.444444444444447e-05
s161,9.444444444444447e-05
s162,6.111111111111112e-05
s163,6.111111111111112e-05
s164,6.111111111111112e-05
s165,4.444444444444445e-05
s166,4.444444444444445e-05
s167,4.444444444444445e-05
s168,4.444444444444445e-05
s169,4.444444444444445e-05
s170,4.444444444444445e-05
s171,3.333333333333334e-05
s172,3.333333333333334e-05
s173,3.333333333333334e-05
s174,3.055555555555556e-05
s175,3.055555555555556e-05
s176,3.055555555555556e-05
s177,1.3888888888888893e-05
s178,1.3888888888888893e-05
s179,1.3888888888888893e-05
s180,1.1111111111111113e-05
s181,1.1111111111111113e-05
s182,1.1111111111111113e-05
s183,1.1111111111111113e-05
s184,1.1111111111111113e-05
s185,1.1111111111111113e-05
s186,5.555555555555557e-06
s187,5.555555555555557e-06
s188,5.555555555555557e-06
s189,2.7777777777777783e-06
s190,2.7777777777777783e-06
s191,2.7777777777777783e-06
