,probability
s000,0.021466666666666665
s001,0.021466666666666665
s002,0.021466666666666665
s003,0.021466666666666665
s004,0.021466666666666665
s005,0.021466666666666665
s006,0.019191666666666666
s007,0.019191666666666666
s008,0.019191666666666666
s009,0.0184
s010,0.0184
s011,0.0184
s012,0.0161
s013,0.0161
s014,0.0161
s015,0.0138
s016,0.0138
s017,0.0138
s018,0.0138
s019,0.0138
s020,0.0138
s021,0.013708333333333333
s022,0.013708333333333333
s023,0.013708333333333333
s024,0.0115
s025,0.0115
s026,0.0115
s027,0.010966666666666666
s028,0.010966666666666666
s029,0.010966666666666666
s030,0.0092
s031,0.0092
s032,0.0092
s033,0.008225
s034,0.008225
s035,0.008225
s036,0.0069
s037,0.0069
s038,0.0069
s039,0.006527777777777778
s040,0.006527777777777778
s041,0.006527777777777778
s042,0.006266666666666667
s043,0.006266666666666667
s044,0.006266666666666667
s045,0.005744444444444443
s046,0.005744444444444443
s047,0.005744444444444443
s048,0.005744444444444443
s049,0.005744444444444443
s050,0.005744444444444443
s051,0.005744444444444443
s052,0.005744444444444443
s053,0.005744444444444443
s054,0.005483333333333333
s055,0.005483333333333333
s056,0.005483333333333333
s057,0.005366666666666666
s058,0.005366666666666666
s059,0.005366666666666666
s060,0.005222222222222223
s061,0.005222222222222223
s062,0.005222222222222223
s063,0.005222222222222223
s064,0.005222222222222223
s065,0.005222222222222223
s066,0.005222222222222222
s067,0.005222222222222222
s068,0.005222222222222222
s069,0.0046
s070,0.0046
s071,0.0046
s072,0.0046
s073,0.0046
s074,0.0046
s075,0.004308333333333332
s076,0.004308333333333332
s077,0.004308333333333332
s078,0.004308333333333332
s079,0.004308333333333332
s080,0.004308333333333332
s081,0.004308333333333332
s082,0.004308333333333332
s083,0.004308333333333332
s084,0.003916666666666666
s085,0.003916666666666666
s086,0.003916666666666666
s087,0.003916666666666666
s088,0.003916666666666666
s089,0.003916666666666666
s090,0.003916666666666666
s091,0.003916666666666666
s092,0.003916666666666666
s093,0.0035
s094,0.0035
s095,0.0035
s096,0.0035
s097,0.0035
s098,0.0035
s099,0.0031333333333333335
s100,0.0031333333333333335
s101,0.0031333333333333335
s102,0.0028722222222222213
s103,0.0028722222222222213
s104,0.0028722222222222213
s105,0.0027416666666666666
s106,0.0027416666666666666
s107,0.0027416666666666666
s108,0.0027416666666666666
s109,0.0027416666666666666
s110,0.0027416666666666666
s111,0.0027416666666666666
s112,0.0027416666666666666
s113,0.0027416666666666666
s114,0.002611111111111111
s115,0.002611111111111111
s116,0.002611111111111111
s117,0.002611111111111111
s118,0.002611111111111111
s119,0.002611111111111111
s120,0.002611111111111111
s121,0.002611111111111111
s122,0.002611111111111111
s123,0.0025555555555555557
s124,0.0025555555555555557
s125,0.0025555555555555557
s126,0.002527777777777778
s127,0.002527777777777778
s128,0.002527777777777778
s129,0.0021
s130,0.0021
s131,0.0021
s132,0.002088888888888889
s133,0.002088888888888889
s134,0.002088888888888889
s135,0.002022222222222222
s136,0.002022222222222222
s137,0.002022222222222222
s138,0.00175
s139,0.00175
s140,0.00175
s141,0.0015333333333333332
s142,0.0015333333333333332
s143,0.0015333333333333332
s144,0.0014361111111111107
s145,0.0014361111111111107
s146,0.0014361111111111107
s147,0.0013999999999999998
s148,0.0013999999999999998
s149,0.0013999999999999998
s150,0.0013999999999999998
s151,0.0013999999999999998
s152,0.0013999999999999998
s153,0.0011666666666666665
s154,0.0011666666666666665
s155,0.0011666666666666665
s156,0.0010444444444444444
s157,0.0010444444444444444
s158,0.0010444444444444444
s159,0.0010444444444444444
s160,0.0010444444444444444
s161,0.0010444444444444444
s162,0.0010444444444444444
s163,0.0010444444444444444
s164,0.0010444444444444444
s165,0.0010222222222222221
s166,0.0010222222222222221
s167,0.0010222222222222221
s168,0.0010222222222222221
s169,0.0010222222222222221
s170,0.0010222222222222221
s171,0.001011111111111111
s172,0.001011111111111111
s173,0.001011111111111111
s174,0.0006222222222222223
s175,0.0006222222222222223
s176,0.0006222222222222223
s177,0.0005833333333333333
s178,0.0005833333333333333
s179,0.0005833333333333333
s180,0.0005055555555555555
s181,0.0005055555555555555
s182,0.0005055555555555555
s183,0.0004666666666666667
s184,0.0004666666666666667
s185,0.0004666666666666667
s186,0.0004666666666666667
s187,0.0004666666666666667
s188,0.0004666666666666667
s189,0.0003111111111111111
s190,0.0003111111111111111
s191,0.0003111111111111111
