,probability
s000,0.026888888888888886
s001,0.026888888888888886
s002,0.026888888888888886
s003,0.022041666666666668
s004,0.022041666666666668
s005,0.022041666666666668
s006,0.02151111111111111
s007,0.02151111111111111
s008,0.02151111111111111
s009,0.020699999999999996
s010,0.020699999999999996
s011,0.020699999999999996
s012,0.018822222222222223
s013,0.018822222222222223
s014,0.018822222222222223
s015,0.01711111111111111
s016,0.01711111111111111
s017,0.01711111111111111
s018,0.013799999999999996
s019,0.013799999999999996
s020,0.013799999999999996
s021,0.013225
s022,0.013225
s023,0.013225
s024,0.013225
s025,0.013225
s026,0.013225
s027,0.010755555555555555
s028,0.010755555555555555
s029,0.010755555555555555
s030,0.010266666666666667
s031,0.010266666666666667
s032,0.010266666666666667
s033,0.010266666666666667
s034,0.010266666666666667
s035,0.010266666666666667
s036,0.0092
s037,0.0092
s038,0.0092
s039,0.008066666666666666
s040,0.008066666666666666
s041,0.008066666666666666
s042,0.006847222222222223
s043,0.006847222222222223
s044,0.006847222222222223
s045,0.006041666666666666
s046,0.006041666666666666
s047,0.006041666666666666
s048,0.0056388888888888895
s049,0.0056388888888888895
s050,0.0056388888888888895
s051,0.005377777777777777
s052,0.005377777777777777
s053,0.005377777777777777
s054,0.0046
s055,0.0046
s056,0.0046
s057,0.0044083333333333335
s058,0.0044083333333333335
s059,0.0044083333333333335
s060,0.004399999999999999
s061,0.004399999999999999
s062,0.004399999999999999
s063,0.004108333333333334
s064,0.004108333333333334
s065,0.004108333333333334
s066,0.004083333333333334
s067,0.004083333333333334
s068,0.004083333333333334
s069,0.0036249999999999998
s070,0.0036249999999999998
s071,0.0036249999999999998
s072,0.003449999999999999
s073,0.003449999999999999
s074,0.003449999999999999
s075,0.003449999999999999
s076,0.003449999999999999
s077,0.003449999999999999
s078,0.0034222222222222223
s079,0.0034222222222222223
s080,0.0034222222222222223
s081,0.0033833333333333337
s082,0.0033833333333333337
s083,0.0033833333333333337
s084,0.0030666666666666663
s085,0.0030666666666666663
s086,0.0030666666666666663
s087,0.0027999999999999995
s088,0.0027999999999999995
s089,0.0027999999999999995
s090,0.002738888888888889
s091,0.002738888888888889
s092,0.002738888888888889
s093,0.002738888888888889
s094,0.002738888888888889
s095,0.002738888888888889
s096,0.0026888888888888887
s097,0.0026888888888888887
s098,0.0026888888888888887
s099,0.0026888888888888887
s100,0.0026888888888888887
s101,0.0026888888888888887
s102,0.0025666666666666667
s103,0.0025666666666666667
s104,0.0025666666666666667
s105,0.0024166666666666664
s106,0.0024166666666666664
s107,0.0024166666666666664
s108,0.0024166666666666664
s109,0.0024166666666666664
s110,0.0024166666666666664
s111,0.002255555555555556
s112,0.002255555555555556
s113,0.002255555555555556
s114,0.002255555555555556
s115,0.002255555555555556
s116,0.002255555555555556
s117,0.0021999999999999997
s118,0.0021999999999999997
s119,0.0021999999999999997
s120,0.0021
s121,0.0021
s122,0.0021
s123,0.0021
s124,0.0021
s125,0.0021
s126,0.0017111111111111112
s127,0.0017111111111111112
s128,0.0017111111111111112
s129,0.0016111111111111111
s130,0.0016111111111111111
s131,0.0016111111111111111
s132,0.0015333333333333332
s133,0.0015333333333333332
s134,0.0015333333333333332
s135,0.0014666666666666665
s136,0.0014666666666666665
s137,0.0014666666666666665
s138,0.0014000000000000002
s139,0.0014000000000000002
s140,0.0014000000000000002
s141,0.0013999999999999998
s142,0.0013999999999999998
s143,0.0013999999999999998
s144,0.0011666666666666665
s145,0.0011666666666666665
s146,0.0011666666666666665
s147,0.0011666666666666665
s148,0.0011666666666666665
s149,0.0011666666666666665
s150,0.0009666666666666666
s151,0.0009666666666666666
s152,0.0009666666666666666
s153,0.0009666666666666666
s154,0.0009666666666666666
s155,0.0009666666666666666
s156,0.0009583333333333333
s157,0.0009583333333333333
s158,0.0009583333333333333
s159,0.0007333333333333332
s160,0.0007333333333333332
s161,0.0007333333333333332
s162,0.0007000000000000001
s163,0.0007000000000000001
s164,0.0007000000000000001
s165,0.0005833333333333333
s166,0.0005833333333333333
s167,0.0005833333333333333
s168,0.000575
s169,0.000575
s170,0.000575
s171,0.0004666666666666667
s172,0.0004666666666666667
s173,0.0004666666666666667
s174,0.0004277777777777778
s175,0.0004277777777777778
s176,0.0004277777777777778
s177,0.0004277777777777778
s178,0.0004277777777777778
s179,0.0004277777777777778
s180,0.0003833333333333333
s181,0.0003833333333333333
s182,0.0003833333333333333
s183,0.0003833333333333333
s184,0.0003833333333333333
s185,0.0003833333333333333
s186,0.00032222222222222217
s187,0.00032222222222222217
s188,0.00032222222222222217
s189,0.00023333333333333336
s190,0.00023333333333333336
s191,0.00023333333333333336
