date,value_mill_m3
2002-08-24,208.1733
2002-08-25,207.6702
2002-08-26,207.1671
2002-08-27,205.9931
2002-08-28,204.4838
2002-08-29,202.9746
2002-08-30,201.1296
2002-08-31,201.1296
2002-09-01,199.9561
2002-09-02,198.6142
2002-09-03,197.105
2002-09-04,195.7636
2002-09-05,194.7575
2002-09-06,194.2544
2002-09-07,194.5896
2002-09-08,194.0865
2002-09-09,192.7446
2002-09-10,191.4033
2002-09-11,190.2292
2002-09-12,188.8879
2002-09-13,187.2504
2002-09-14,185.7807
2002-09-15,184.801
2002-09-16,183.8212
2002-09-17,182.678
2002-09-18,181.8617
2002-09-19,181.0449
2002-09-20,180.2286
2002-09-21,179.2488
2002-09-22,179.2488
2002-09-23,179.2488
2002-09-24,177.9421
2002-09-25,176.4725
2002-09-26,175.1663
2002-09-27,173.6967
2002-09-28,172.39
2002-09-29,170.9204
2002-09-30,169.9406
2002-10-01,168.7974
2002-10-02,167.4912
2002-10-03,165.8581
2002-10-04,164.5519
2002-10-05,163.2452
2002-10-06,162.2655
2002-10-07,161.9391
2002-10-08,161.4492
2002-10-09,160.4694
2002-10-10,159.4892
2002-10-11,159.8161
2002-10-12,159.8161
2002-10-13,159.8161
2002-10-14,159.6526
2002-10-15,159.4892
2002-10-16,158.9993
2002-10-17,158.5094
2002-10-18,158.0195
2002-10-19,157.5296
2002-10-20,157.0398
2002-10-21,156.5499
2002-10-22,156.06
2002-10-23,156.2234
2002-10-24,156.7133
2002-10-25,157.0398
2002-10-26,163.0818
2002-10-27,166.348
2002-10-28,168.3075
2002-10-29,169.4507
2002-10-30,168.3075
2002-10-31,167.1643
2002-11-01,165.6946
2002-11-02,164.7149
2002-11-03,163.7351
2002-11-04,162.7554
2002-11-05,161.7756
2002-11-06,160.6324
2002-11-07,159.6526
2002-11-08,158.5094
2002-11-09,157.8566
2002-11-10,157.2032
2002-11-11,156.7133
2002-11-12,154.964
2002-11-13,153.3989
2002-11-14,151.8333
2002-11-15,150.2677
2002-11-16,148.7021
2002-11-17,146.9803
2002-11-18,145.5714
2002-11-19,144.162
2002-11-20,142.7532
2002-11-21,141.188
2002-11-22,139.7787
2002-11-23,138.5265
2002-11-24,137.4305
2002-11-25,136.1783
2002-11-26,134.9257
2002-11-27,133.6735
2002-11-28,132.5775
2002-11-29,132.1079
2002-11-30,132.1079
2002-12-01,132.4208
2002-12-02,132.5775
2002-12-03,131.4815
2002-12-04,131.0119
2002-12-05,131.3253
2002-12-06,131.7949
2002-12-07,132.2646
2002-12-08,132.7342
2002-12-09,132.1079
2002-12-10,130.699
2002-12-11,129.2901
2002-12-12,127.8812
2002-12-13,126.0027
2002-12-14,124.1275
2002-12-15,122.4161
2002-12-16,120.7042
2002-12-17,118.9929
2002-12-18,117.2815
2002-12-19,115.7254
2002-12-20,114.1693
2002-12-21,113.3915
2002-12-22,112.3022
2002-12-23,111.6797
2002-12-24,110.9018
2002-12-25,110.2793
2002-12-26,109.3457
2002-12-27,108.2564
2002-12-28,107.0118
2002-12-29,105.7668
2002-12-30,104.5222
2002-12-31,103.4329
2003-01-01,102.0325
2003-01-02,100.6322
2003-01-03,99.0761
2003-01-04,98.29828
2003-01-05,96.89746
2003-01-06,95.80862
2003-01-07,94.56356
2003-01-08,93.33246
2003-01-09,91.99287
2003-01-10,91.0998
2003-01-11,90.20674
2003-01-12,89.31322
2003-01-13,88.42016
2003-01-14,87.37856
2003-01-15,86.1875
2003-01-16,85.29443
2003-01-17,84.40137
2003-01-18,83.80585
2003-01-19,83.6573
2003-01-20,83.6573
2003-01-21,82.61524
2003-01-22,82.61524
2003-01-23,83.06178
2003-01-24,83.6573
2003-01-25,83.21077
2003-01-26,82.76424
2003-01-27,82.46625
2003-01-28,81.72218
2003-01-29,81.57318
2003-01-30,82.01971
2003-01-31,82.31725
2003-02-01,82.46625
2003-02-02,82.91278
2003-02-03,83.21077
2003-02-04,82.16872
2003-02-05,80.97766
2003-02-06,79.63806
2003-02-07,79.63806
2003-02-08,79.78706
2003-02-09,80.08459
2003-02-10,80.23359
2003-02-11,80.38258
2003-02-12,80.38258
2003-02-13,80.38258
2003-02-14,80.38258
2003-02-15,80.38258
2003-02-16,80.53113
2003-02-17,80.68012
2003-02-18,79.48952
2003-02-19,78.14948
2003-02-20,76.95887
2003-02-21,75.91681
2003-02-22,75.61928
2003-02-23,75.76827
2003-02-24,75.76827
2003-02-25,74.42822
2003-02-26,72.79109
2003-02-27,71.1535
2003-02-28,69.36738
2003-03-01,67.73025
2003-03-02,66.24165
2003-03-03,64.75307
2003-03-04,63.29988
2003-03-05,61.90022
2003-03-06,60.64027
2003-03-07,59.52003
2003-03-08,58.26009
2003-03-09,57.14027
2003-03-10,55.8799
2003-03-11,54.61995
2003-03-12,53.50014
2003-03-13,52.24019
2003-03-14,50.98024
2003-03-15,49.86
2003-03-16,48.60005
2003-03-17,47.48024
2003-03-18,46.21986
2003-03-19,44.95992
2003-03-20,43.8401
2003-03-21,42.58015
2003-03-22,41.32021
2003-03-23,40.19997
2003-03-24,38.94002
2003-03-25,37.68007
2003-03-26,36.42012
2003-03-27,35.19766
2003-03-28,34.00521
2003-03-29,33.87258
2003-03-30,34.53492
2003-03-31,35.59515
2003-04-01,37.68007
2003-04-02,39.21986
2003-04-03,40.61995
2003-04-04,41.74019
2003-04-05,42.44002
2003-04-06,42.71986
2003-04-07,43.00014
2003-04-08,43.42012
2003-04-09,43.8401
2003-04-10,44.26009
2003-04-11,44.68007
2003-04-12,45.10005
2003-04-13,45.3799
2003-04-14,45.79988
2003-04-15,46.21986
2003-04-16,46.77998
2003-04-17,48.18007
2003-04-18,49.58015
2003-04-19,50.98024
2003-04-20,52.3799
2003-04-21,53.77998
2003-04-22,55.8799
2003-04-23,57.98024
2003-04-24,60.08015
2003-04-25,62.18007
2003-04-26,63.86
2003-04-27,66.09266
2003-04-28,68.32578
2003-04-29,70.85596
2003-04-30,73.38662
2003-05-01,75.91681
2003-05-02,78.44746
2003-05-03,80.97766
2003-05-04,83.21077
2003-05-05,85.14544
2003-05-06,87.22955
2003-05-07,89.31322
2003-05-08,91.39734
2003-05-09,93.481
2003-05-10,95.65287
2003-05-11,101.099
2003-05-12,106.5451
2003-05-13,114.0136
2003-05-14,119.4597
2003-05-15,123.6607
2003-05-16,125.533
2003-05-17,128.0374
2003-05-18,130.0726
2003-05-19,132.1079
2003-05-20,135.552
2003-05-21,139.1528
2003-05-22,141.8139
2003-05-23,144.0058
2003-05-24,148.0758
2003-05-25,151.0503
2003-05-26,154.4944
2003-05-27,156.2234
2003-05-28,158.183
2003-05-29,159.979
2003-05-30,161.4492
2003-05-31,162.5919
2003-06-01,163.5717
2003-06-02,164.3885
2003-06-03,165.2048
2003-06-04,165.8581
2003-06-05,166.348
2003-06-06,168.3075
2003-06-07,169.1243
2003-06-08,170.1041
2003-06-09,171.0838
2003-06-10,172.0636
2003-06-11,171.4102
2003-06-12,170.5939
2003-06-13,169.7771
2003-06-14,169.4507
2003-06-15,169.4507
2003-06-16,169.4507
2003-06-17,168.144
2003-06-18,167.1643
2003-06-19,166.0216
2003-06-20,165.5317
2003-06-21,165.5317
2003-06-22,165.5317
2003-06-23,165.5317
2003-06-24,166.0216
2003-06-25,166.8379
2003-06-26,167.9811
2003-06-27,168.471
2003-06-28,168.7974
2003-06-29,169.1243
2003-06-30,169.2873
2003-07-01,169.4507
2003-07-02,169.9406
2003-07-03,170.5939
2003-07-04,171.0838
2003-07-05,171.2468
2003-07-06,171.7367
2003-07-07,172.0636
2003-07-08,172.39
2003-07-09,172.39
2003-07-10,172.39
2003-07-11,172.39
2003-07-12,172.5535
2003-07-13,172.5535
2003-07-14,172.7169
2003-07-15,172.7169
2003-07-16,172.7169
2003-07-17,172.8799
2003-07-18,173.2068
2003-07-19,173.3698
2003-07-20,173.5332
2003-07-21,173.8596
2003-07-22,174.6764
2003-07-23,175.3293
2003-07-24,175.8192
2003-07-25,176.309
2003-07-26,176.9624
2003-07-27,177.9421
2003-07-28,179.2488
2003-07-29,180.2286
2003-07-30,182.3516
2003-07-31,183.8212
2003-08-01,184.6375
2003-08-02,185.2908
2003-08-03,185.7807
2003-08-04,186.1071
2003-08-05,186.2706
2003-08-06,186.4341
2003-08-07,186.597
2003-08-08,186.7605
2003-08-09,186.9239
2003-08-10,187.0869
2003-08-11,187.0869
2003-08-12,185.6173
2003-08-13,184.3111
2003-08-14,183.0044
2003-08-15,181.6982
2003-08-16,181.5348
2003-08-17,181.5348
2003-08-18,181.6982
2003-08-19,181.6982
2003-08-20,181.8617
2003-08-21,181.8617
2003-08-22,181.8617
2003-08-23,182.0246
2003-08-24,182.0246
2003-08-25,182.1881
2003-08-26,182.1881
2003-08-27,182.3516
2003-08-28,182.3516
2003-08-29,182.3516
2003-08-30,182.5145
2003-08-31,182.5145
2003-09-01,182.5145
2003-09-02,182.678
2003-09-03,182.678
2003-09-04,182.678
2003-09-05,183.4943
2003-09-06,184.3111
2003-09-07,185.1274
2003-09-08,185.9442
2003-09-09,186.7605
2003-09-10,187.7402
2003-09-11,191.068
2003-09-12,192.9125
2003-09-13,193.0804
2003-09-14,194.0865
2003-09-15,195.0927
2003-09-16,195.5958
2003-09-17,195.931
2003-09-18,196.2667
2003-09-19,196.2667
2003-09-20,196.4341
2003-09-21,196.6019
2003-09-22,196.7698
2003-09-23,196.9371
2003-09-24,198.7821
2003-09-25,199.1173
2003-09-26,199.2852
2003-09-27,199.7883
2003-09-28,199.9561
2003-09-29,200.2913
2003-09-30,200.9623
2003-10-01,201.8006
2003-10-02,202.8067
2003-10-03,203.1425
2003-10-04,203.6455
2003-10-05,203.9808
2003-10-06,204.1486
2003-10-07,204.6517
2003-10-08,205.1548
2003-10-09,205.9931
2003-10-10,206.664
2003-10-11,207.335
2003-10-12,207.838
2003-10-13,208.1733
2003-10-14,208.3411
2003-10-15,208.6763
2003-10-16,209.0116
2003-10-17,207.335
2003-10-18,207.1671
2003-10-19,207.335
2003-10-20,207.5023
2003-10-21,205.9931
2003-10-22,204.316
2003-10-23,203.1425
2003-10-24,201.4654
2003-10-25,199.9561
2003-10-26,198.6142
2003-10-27,197.2729
2003-10-28,195.931
2003-10-29,194.4217
2003-10-30,193.0804
2003-10-31,191.5711
2003-11-01,191.7385
2003-11-02,191.068
2003-11-03,190.7323
2003-11-04,191.4033
2003-11-05,192.5773
2003-11-06,193.4156
2003-11-07,194.0865
2003-11-08,195.931
2003-11-09,197.2729
2003-11-10,198.6142
2003-11-11,199.2852
2003-11-12,198.4469
2003-11-13,198.95
2003-11-14,198.1112
2003-11-15,198.95
2003-11-16,200.2913
2003-11-17,201.1296
2003-11-18,201.9684
2003-11-19,202.3036
2003-11-20,202.8067
2003-11-21,201.8006
2003-11-22,201.8006
2003-11-23,202.4715
2003-11-24,202.9746
2003-11-25,203.1425
2003-11-26,201.6332
2003-11-27,200.4592
2003-11-28,200.7944
2003-11-29,201.8006
2003-11-30,202.8067
2003-12-01,204.4838
2003-12-02,206.1609
2003-12-03,207.335
2003-12-04,208.8442
2003-12-05,209.8504
2003-12-06,212.3658
2003-12-07,211.8627
2003-12-08,211.1917
2003-12-09,210.3534
2003-12-10,209.5146
2003-12-11,209.0116
2003-12-12,208.3411
2003-12-13,207.5023
2003-12-14,206.9992
2003-12-15,206.3288
2003-12-16,205.6579
2003-12-17,204.9869
2003-12-18,204.4838
2003-12-19,203.6455
2003-12-20,202.6394
2003-12-21,201.6332
2003-12-22,200.6266
2003-12-23,199.453
2003-12-24,198.6142
2003-12-25,197.7759
2003-12-26,197.105
2003-12-27,197.4407
2003-12-28,197.2729
2003-12-29,196.4341
2003-12-30,195.7636
2003-12-31,194.7575
2004-01-01,193.7513
2004-01-02,192.7446
2004-01-03,191.5711
2004-01-04,190.3971
2004-01-05,189.3909
2004-01-06,188.5132
2004-01-07,187.5499
2004-01-08,185.9262
2004-01-09,184.8104
2004-01-10,183.6348
2004-01-11,182.5928
2004-01-12,181.7446
2004-01-13,180.6103
2004-01-14,179.1875
2004-01-15,177.6082
2004-01-16,176.2213
2004-01-17,174.8638
2004-01-18,173.9444
2004-01-19,172.1413
2004-01-20,170.6184
2004-01-21,169.1512
2004-01-22,167.7349
2004-01-23,166.5074
2004-01-24,165.3109
2004-01-25,164.6665
2004-01-26,162.9532
2004-01-27,161.6261
2004-01-28,160.4385
2004-01-29,158.8508
2004-01-30,157.3871
2004-01-31,156.0471
2004-02-01,154.5565
2004-02-02,153.1834
2004-02-03,151.9738
2004-02-04,151.508
2004-02-05,150.7794
2004-02-06,151.6666
2004-02-07,152.7368
2004-02-08,153.6435
2004-02-09,152.398
2004-02-10,150.7493
2004-02-11,149.8086
2004-02-12,148.8875
2004-02-13,147.9091
2004-02-14,146.7419
2004-02-15,145.6784
2004-02-16,143.5792
2004-02-17,142.5477
2004-02-18,141.1498
2004-02-19,139.9359
2004-02-20,138.8466
2004-02-21,137.6589
2004-02-22,136.4005
2004-02-23,135.1836
2004-02-24,133.8889
2004-02-25,132.5847
2004-02-26,131.7262
2004-02-27,129.56
2004-02-28,128.5701
2004-02-29,127.3585
2004-03-01,125.5297
2004-03-02,124.3544
2004-03-03,123.1336
2004-03-04,121.794
2004-03-05,120.1249
2004-03-06,118.5593
2004-03-07,117.1348
2004-03-08,115.479
2004-03-09,114.118
2004-03-10,112.5515
2004-03-11,111.0016
2004-03-12,109.8282
2004-03-13,108.407
2004-03-14,106.9777
2004-03-15,105.6082
2004-03-16,106.055
2004-03-17,107.6239
2004-03-18,109.3173
2004-03-19,109.8391
2004-03-20,111.6445
2004-03-21,112.5197
2004-03-22,113.3003
2004-03-23,112.3535
2004-03-24,111.1958
2004-03-25,110.493
2004-03-26,110.2143
2004-03-27,110.5329
2004-03-28,111.0177
2004-03-29,109.7508
2004-03-30,109.0632
2004-03-31,108.4559
2004-04-01,108.2175
2004-04-02,107.6173
2004-04-03,108.0043
2004-04-04,108.5708
2004-04-05,108.623
2004-04-06,110.6269
2004-04-07,112.1659
2004-04-08,113.249
2004-04-09,113.9941
2004-04-10,114.8954
2004-04-11,115.8902
2004-04-12,117.1262
2004-04-13,117.7915
2004-04-14,118.5679
2004-04-15,119.4326
2004-04-16,120.1957
2004-04-17,122.6393
2004-04-18,124.5002
2004-04-19,128.4249
2004-04-20,135.4932
2004-04-21,140.9372
2004-04-22,144.882
2004-04-23,148.2784
2004-04-24,151.315
2004-04-25,154.2536
2004-04-26,157.4982
2004-04-27,160.5028
2004-04-28,163.1984
2004-04-29,165.6373
2004-04-30,167.6746
2004-05-01,169.4099
2004-05-02,171.0529
2004-05-03,172.4244
2004-05-04,173.8766
2004-05-05,176.2482
2004-05-06,179.813
2004-05-07,184.9923
2004-05-08,189.3766
2004-05-09,192.7549
2004-05-10,194.8271
2004-05-11,197.4023
2004-05-12,198.9003
2004-05-13,200.2954
2004-05-14,201.3533
2004-05-15,202.1885
2004-05-16,202.8037
2004-05-17,203.2049
2004-05-18,203.9547
2004-05-19,204.1911
2004-05-20,204.6793
2004-05-21,204.8779
2004-05-22,205.0673
2004-05-23,205.207
2004-05-24,205.3288
2004-05-25,205.339
2004-05-26,205.5002
2004-05-27,205.6579
2004-05-28,205.6579
2004-05-29,205.6579
2004-05-30,205.6579
2004-05-31,205.6579
2004-06-01,205.6579
2004-06-02,205.6579
2004-06-03,205.5637
2004-06-04,205.5038
2004-06-05,205.5601
2004-06-06,205.4306
2004-06-07,205.336
2004-06-08,205.3221
2004-06-09,205.3047
2004-06-10,205.3539
2004-06-11,205.3017
2004-06-12,205.3047
2004-06-13,205.1548
2004-06-14,205.1236
2004-06-15,204.9936
2004-06-16,204.9839
2004-06-17,204.8963
2004-06-18,204.8191
2004-06-19,204.2745
2004-06-20,203.1778
2004-06-21,202.0038
2004-06-22,200.5569
2004-06-23,199.8819
2004-06-24,200.1383
2004-06-25,200.4694
2004-06-26,200.3553
2004-06-27,199.9423
2004-06-28,199.9694
2004-06-29,200.3052
2004-06-30,200.2785
2004-07-01,199.9423
2004-07-02,199.6071
2004-07-03,199.2708
2004-07-04,198.9351
2004-07-05,198.2248
2004-07-06,196.7836
2004-07-07,196.9095
2004-07-08,196.3286
2004-07-09,195.8266
2004-07-10,195.4146
2004-07-11,195.1879
2004-07-12,195.2017
2004-07-13,195.6224
2004-07-14,196.2043
2004-07-15,196.8322
2004-07-16,197.0047
2004-07-17,195.672
2004-07-18,196.41
2004-07-19,197.5559
2004-07-20,198.0313
2004-07-21,198.4044
2004-07-22,198.7161
2004-07-23,198.9177
2004-07-24,198.0144
2004-07-25,197.3317
2004-07-26,196.5978
2004-07-27,196.148
2004-07-28,196.9371
2004-07-29,197.0247
2004-07-30,197.105
2004-07-31,197.1429
2004-08-01,197.2729
2004-08-02,197.2729
2004-08-03,197.277
2004-08-04,197.8425
2004-08-05,198.6286
2004-08-06,199.0682
2004-08-07,199.3937
2004-08-08,199.6096
2004-08-09,199.7217
2004-08-10,199.8062
2004-08-11,199.9561
2004-08-12,199.9561
2004-08-13,199.8691
2004-08-14,199.3302
2004-08-15,198.604
2004-08-16,198.4469
2004-08-17,198.4469
2004-08-18,198.4469
2004-08-19,198.7437
2004-08-20,198.9494
2004-08-21,198.9494
2004-08-22,198.8282
2004-08-23,194.932
2004-08-24,194.1582
2004-08-25,194.1812
2004-08-26,195.2805
2004-08-27,197.5006
2004-08-28,199.3788
2004-08-29,201.0396
2004-08-30,204.3866
2004-08-31,208.1006
2004-09-01,211.3386
2004-09-02,213.875
2004-09-03,215.5966
2004-09-04,216.9667
2004-09-05,218.0465
2004-09-06,220.4304
2004-09-07,220.3772
2004-09-08,219.091
2004-09-09,218.134
2004-09-10,217.3101
2004-09-11,216.9815
2004-09-12,216.2374
2004-09-13,214.6826
2004-09-14,215.2333
2004-09-15,214.7834
2004-09-16,214.004
2004-09-17,213.4866
2004-09-18,212.7573
2004-09-19,213.0213
2004-09-20,215.5623
2004-09-21,217.0685
2004-09-22,216.9779
2004-09-23,216.2333
2004-09-24,216.3377
2004-09-25,216.2619
2004-09-26,214.657
2004-09-27,214.7276
2004-09-28,213.1657
2004-09-29,212.6902
2004-09-30,211.5822
2004-10-01,211.1646
2004-10-02,209.9133
2004-10-03,207.0166
2004-10-04,209.966
2004-10-05,213.68
2004-10-06,217.0342
2004-10-07,220.4406
2004-10-08,223.6053
2004-10-09,225.9622
2004-10-10,227.6549
2004-10-11,228.0038
2004-10-12,227.3044
2004-10-13,226.3143
2004-10-14,225.2843
2004-10-15,224.2811
2004-10-16,223.907
2004-10-17,224.7289
2004-10-18,226.2923
2004-10-19,227.172
2004-10-20,226.8835
2004-10-21,227.7821
2004-10-22,231.6903
2004-10-23,236.1892
2004-10-24,238.9603
2004-10-25,241.3892
2004-10-26,244.2007
2004-10-27,246.8782
2004-10-28,248.9513
2004-10-29,249.0186
2004-10-30,250.1994
2004-10-31,248.3375
2004-11-01,247.7463
2004-11-02,247.0574
2004-11-03,246.7126
2004-11-04,246.369
2004-11-05,245.6779
2004-11-06,244.99
2004-11-07,244.2196
2004-11-08,243.3504
2004-11-09,242.4975
2004-11-10,241.6283
2004-11-11,240.8584
2004-11-12,240.5132
2004-11-13,240.2588
2004-11-14,239.9062
2004-11-15,239.7417
2004-11-16,239.377
2004-11-17,238.7012
2004-11-18,237.729
2004-11-19,236.7605
2004-11-20,235.8997
2004-11-21,235.0857
2004-11-22,234.2312
2004-11-23,233.1082
2004-11-24,231.7318
2004-11-25,230.6088
2004-11-26,229.5804
2004-11-27,228.5415
2004-11-28,227.5982
2004-11-29,226.5645
2004-11-30,225.6212
2004-12-01,224.6721
2004-12-02,223.5486
2004-12-03,222.4324
2004-12-04,221.5875
2004-12-05,221.0067
2004-12-06,220.4964
2004-12-07,220.1023
2004-12-08,219.7681
2004-12-09,218.8649
2004-12-10,217.9012
2004-12-11,216.7246
2004-12-12,215.8894
2004-12-13,215.441
2004-12-14,214.4799
2004-12-15,213.5464
2004-12-16,212.4456
2004-12-17,212.1984
2004-12-18,212.7005
2004-12-19,213.2982
2004-12-20,213.4451
2004-12-21,212.5321
2004-12-22,211.614
2004-12-23,210.9374
2004-12-24,210.8555
2004-12-25,211.0244
2004-12-26,211.2787
2004-12-27,211.5167
2004-12-28,210.6011
2004-12-29,209.682
2004-12-30,208.7633
2004-12-31,208.2536
2005-01-01,208.4281
2005-01-02,209.011
2005-01-03,209.1738
2005-01-04,208.8775
2005-01-05,208.3406
2005-01-06,207.4148
2005-01-07,206.5837
2005-01-08,207.1671
2005-01-09,209.3473
2005-01-10,210.727
2005-01-11,213.6263
2005-01-12,216.9743
2005-01-13,218.4017
2005-01-14,218.7395
2005-01-15,218.3224
2005-01-16,217.8131
2005-01-17,217.4841
2005-01-18,217.7313
2005-01-19,218.1965
2005-01-20,217.8996
2005-01-21,217.0624
2005-01-22,215.9687
2005-01-23,214.7138
2005-01-24,213.4553
2005-01-25,212.1181
2005-01-26,210.7726
2005-01-27,209.5059
2005-01-28,208.3304
2005-01-29,207.0376
2005-01-30,206.227
2005-01-31,204.5882
2005-02-01,202.4536
2005-02-02,200.8676
2005-02-03,199.2509
2005-02-04,198.0804
2005-02-05,196.4274
2005-02-06,194.7856
2005-02-07,193.129
2005-02-08,191.4519
2005-02-09,189.9007
2005-02-10,188.7031
2005-02-11,187.1552
2005-02-12,186.0189
2005-02-13,185.2913
2005-02-14,182.9466
2005-02-15,181.2113
2005-02-16,179.5653
2005-02-17,178.6224
2005-02-18,176.0678
2005-02-19,175.0402
2005-02-20,173.3055
2005-02-21,171.2712
2005-02-22,169.5594
2005-02-23,167.9128
2005-02-24,166.5279
2005-02-25,165.9144
2005-02-26,165.1983
2005-02-27,164.2384
2005-02-28,162.1568
2005-03-01,160.6792
2005-03-02,157.9283
2005-03-03,156.3147
2005-03-04,155.0171
2005-03-05,153.7706
2005-03-06,152.6355
2005-03-07,150.4283
2005-03-08,148.9563
2005-03-09,147.267
2005-03-10,146.0148
2005-03-11,145.623
2005-03-12,143.2725
2005-03-13,141.5406
2005-03-14,139.9655
2005-03-15,138.1256
2005-03-16,136.9184
2005-03-17,135.7541
2005-03-18,134.3132
2005-03-19,134.1077
2005-03-20,132.8938
2005-03-21,131.0611
2005-03-22,130.0258
2005-03-23,130.3402
2005-03-24,131.7529
2005-03-25,131.8637
2005-03-26,132.0458
2005-03-27,132.4179
2005-03-28,132.8613
2005-03-29,130.4415
2005-03-30,128.7488
2005-03-31,127.1775
2005-04-01,126.4651
2005-04-02,128.7392
2005-04-03,129.0942
2005-04-04,126.9868
2005-04-05,126.3352
2005-04-06,125.5851
2005-04-07,125.963
2005-04-08,127.8812
2005-04-09,128.745
2005-04-10,129.5017
2005-04-11,128.0312
2005-04-12,129.2117
2005-04-13,131.0181
2005-04-14,132.4996
2005-04-15,133.6563
2005-04-16,134.6849
2005-04-17,135.8291
2005-04-18,137.4133
2005-04-19,138.9206
2005-04-20,140.2421
2005-04-21,141.393
2005-04-22,142.401
2005-04-23,143.3403
2005-04-24,144.2246
2005-04-25,145.0526
2005-04-26,145.8361
2005-04-27,146.5986
2005-04-28,147.3195
2005-04-29,148.0901
2005-04-30,149.1297
2005-05-01,150.1932
2005-05-02,151.2237
2005-05-03,152.5141
2005-05-04,154.009
2005-05-05,155.3357
2005-05-06,156.4776
2005-05-07,157.4245
2005-05-08,158.2134
2005-05-09,158.7302
2005-05-10,159.0705
2005-05-11,159.6666
2005-05-12,160.1231
2005-05-13,157.2062
2005-05-14,159.6182
2005-05-15,159.9153
2005-05-16,160.2108
2005-05-17,160.4246
2005-05-18,160.6737
2005-05-19,160.8198
2005-05-20,161.2075
2005-05-21,161.7013
2005-05-22,162.9587
2005-05-23,163.912
2005-05-24,165.0214
2005-05-25,166.2892
2005-05-26,165.3707
2005-05-27,166.2284
2005-05-28,168.0354
2005-05-29,169.0022
2005-05-30,169.9102
2005-05-31,170.7195
2005-06-01,171.5154
2005-06-02,172.247
2005-06-03,173.0403
2005-06-04,173.7959
2005-06-05,174.4856
2005-06-06,175.0098
2005-06-07,175.4484
2005-06-08,175.8192
2005-06-09,176.1261
2005-06-10,176.4416
2005-06-11,176.5926
2005-06-12,176.8981
2005-06-13,177.2659
2005-06-14,177.8295
2005-06-15,178.8138
2005-06-16,180.0342
2005-06-17,180.9926
2005-06-18,181.6394
2005-06-19,182.2529
2005-06-20,182.985
2005-06-21,183.5865
2005-06-22,184.0181
2005-06-23,184.3116
2005-06-24,184.6305
2005-06-25,184.8722
2005-06-26,185.0292
2005-06-27,185.1996
2005-06-28,185.2903
2005-06-29,185.2903
2005-06-30,185.4443
2005-07-01,185.4543
2005-07-02,185.5051
2005-07-03,185.6173
2005-07-04,185.8007
2005-07-05,185.9442
2005-07-06,186.0862
2005-07-07,186.3693
2005-07-08,186.5392
2005-07-09,186.5965
2005-07-10,186.5965
2005-07-11,186.5965
2005-07-12,186.61
2005-07-13,186.604
2005-07-14,186.5233
2005-07-15,186.6513
2005-07-16,186.6314
2005-07-17,186.5965
2005-07-18,186.5806
2005-07-19,186.771
2005-07-20,186.8836
2005-07-21,186.8876
2005-07-22,186.9135
2005-07-23,186.897
2005-07-24,186.8078
2005-07-25,186.7704
2005-07-26,186.7605
2005-07-27,186.7605
2005-07-28,186.6887
2005-07-29,186.5965
2005-07-30,186.5457
2005-07-31,186.6618
2005-08-01,187.2065
2005-08-02,187.4138
2005-08-03,187.5324
2005-08-04,187.5768
2005-08-05,187.6755
2005-08-06,187.7402
2005-08-07,187.8319
2005-08-08,187.961
2005-08-09,188.0846
2005-08-10,188.2306
2005-08-11,188.3462
2005-08-12,188.6896
2005-08-13,188.7379
2005-08-14,188.8879
2005-08-15,188.8879
2005-08-16,188.9088
2005-08-17,188.9575
2005-08-18,189.2645
2005-08-19,189.3802
2005-08-20,189.3904
2005-08-21,189.3904
2005-08-22,189.1074
2005-08-23,188.8879
2005-08-24,188.7829
2005-08-25,189.0521
2005-08-26,189.0557
2005-08-27,189.4437
2005-08-28,189.9744
2005-08-29,190.1663
2005-08-30,190.3623
2005-08-31,190.3971
2005-09-01,190.5332
2005-09-02,190.8019
2005-09-03,190.9038
2005-09-04,191.0686
2005-09-05,191.0921
2005-09-06,191.2359
2005-09-07,191.2421
2005-09-08,191.372
2005-09-09,191.4033
2005-09-10,191.4033
2005-09-11,191.4033
2005-09-12,191.4033
2005-09-13,191.3019
2005-09-14,191.4954
2005-09-15,191.5051
2005-09-16,191.4104
2005-09-17,191.4033
2005-09-18,191.4033
2005-09-19,191.3756
2005-09-20,191.3193
2005-09-21,191.3859
2005-09-22,191.2359
2005-09-23,191.2359
2005-09-24,191.2359
2005-09-25,191.2359
2005-09-26,191.2359
2005-09-27,191.2257
2005-09-28,191.4033
2005-09-29,191.4488
2005-09-30,191.7738
2005-10-01,192.979
2005-10-02,194.3629
2005-10-03,195.282
2005-10-04,195.756
2005-10-05,196.0129
2005-10-06,196.1679
2005-10-07,196.3153
2005-10-08,196.4873
2005-10-09,196.562
2005-10-10,195.6029
2005-10-11,195.8568
2005-10-12,196.0942
2005-10-13,196.2851
2005-10-14,196.6818
2005-10-15,196.7734
2005-10-16,196.9371
2005-10-17,195.4346
2005-10-18,195.7145
2005-10-19,195.7078
2005-10-20,196.0784
2005-10-21,196.3793
2005-10-22,196.7769
2005-10-23,197.2939
2005-10-24,197.8814
2005-10-25,198.6147
2005-10-26,199.1096
2005-10-27,199.6629
2005-10-28,196.8962
2005-10-29,196.0635
2005-10-30,199.083
2005-10-31,201.9828
2005-11-01,204.7807
2005-11-02,207.6528
2005-11-03,210.3355
2005-11-04,215.7619
2005-11-05,221.6064
2005-11-06,227.5482
2005-11-07,230.5142
2005-11-08,234.1387
2005-11-09,237.3133
2005-11-10,240.582
