date,value_mill_m3
2011-04-09,45.32465
2011-04-10,48.41339
2011-04-11,51.62757
2011-04-12,55.15965
2011-04-13,58.31841
2011-04-14,60.75384
2011-04-15,62.75171
2011-04-16,64.7813
2011-04-17,67.10992
2011-04-18,69.42023
2011-04-19,71.56929
2011-04-20,73.61284
2011-04-21,75.55411
2011-04-22,77.32169
2011-04-23,78.94043
2011-04-24,80.41963
2011-04-25,81.75304
2011-04-26,82.91599
2011-04-27,83.89591
2011-04-28,84.71149
2011-04-29,85.37193
2011-04-30,85.92393
2011-05-01,86.37373
2011-05-02,86.78924
2011-05-03,86.94425
2011-05-04,86.3457
2011-05-05,86.00446
2011-05-06,86.1875
2011-05-07,86.37685
2011-05-08,86.51334
2011-05-09,86.66197
2011-05-10,86.78303
2011-05-11,86.88547
2011-05-12,86.93202
2011-05-13,86.93821
2011-05-14,87.062
2011-05-15,87.26991
2011-05-16,87.37856
2011-05-17,87.4157
2011-05-18,87.47762
2011-05-19,87.75369
2011-05-20,87.82509
2011-05-21,87.97053
2011-05-22,88.06675
2011-05-23,88.36449
2011-05-24,89.05287
2011-05-25,89.78471
2011-05-26,90.37097
2011-05-27,91.54616
2011-05-28,92.86719
2011-05-29,94.01625
2011-05-30,95.16666
2011-05-31,97.1408
2011-06-01,99.39054
2011-06-02,100.9075
2011-06-03,102.0325
2011-06-04,102.8754
2011-06-05,103.4556
2011-06-06,104.1038
2011-06-07,105.6502
2011-06-08,106.8982
2011-06-09,108.0846
2011-06-10,109.4138
2011-06-11,110.3603
2011-06-12,111.0086
2011-06-13,111.5338
2011-06-14,111.9843
2011-06-15,112.2503
2011-06-16,112.4802
2011-06-17,113.5566
2011-06-18,115.3914
2011-06-19,116.6815
2011-06-20,117.7287
2011-06-21,118.6395
2011-06-22,119.2651
2011-06-23,119.813
2011-06-24,120.2213
2011-06-25,120.4516
2011-06-26,120.6816
2011-06-27,120.9281
2011-06-28,121.1131
2011-06-29,121.4338
2011-06-30,122.0401
2011-07-01,122.8213
2011-07-02,123.5474
2011-07-03,124.2767
2011-07-04,125.0568
2011-07-05,125.9014
2011-07-06,126.6483
2011-07-07,127.3005
2011-07-08,127.8386
2011-07-09,128.3115
2011-07-10,129.8249
2011-07-11,131.211
2011-07-12,132.2253
2011-07-13,133.9148
2011-07-14,135.1541
2011-07-15,136.0053
2011-07-16,136.6806
2011-07-17,138.3112
2011-07-18,142.7827
2011-07-19,146.8302
2011-07-20,150.4243
2011-07-21,153.177
2011-07-22,155.3689
2011-07-23,159.1322
2011-07-24,164.368
2011-07-25,168.9302
2011-07-26,172.1179
2011-07-27,174.4177
2011-07-28,175.9894
2011-07-29,177.0782
2011-07-30,177.9729
2011-07-31,178.9357
2011-08-01,179.7181
2011-08-02,180.2794
2011-08-03,180.7695
2011-08-04,181.1845
2011-08-05,181.9431
2011-08-06,183.4638
2011-08-07,184.7363
2011-08-08,186.5325
2011-08-09,187.9818
2011-08-10,188.9338
2011-08-11,189.6984
2011-08-12,190.2504
2011-08-13,190.6941
2011-08-14,191.1832
2011-08-15,191.7841
2011-08-16,192.2347
2011-08-17,192.612
2011-08-18,192.9615
2011-08-19,193.3913
2011-08-20,193.7652
2011-08-21,194.0725
2011-08-22,194.6106
2011-08-23,194.9983
2011-08-24,195.4246
2011-08-25,196.2665
2011-08-26,197.1435
2011-08-27,199.5542
2011-08-28,202.1606
2011-08-29,204.7389
2011-08-30,206.7444
2011-08-31,208.341
2011-09-01,209.5638
2011-09-02,210.5421
2011-09-03,211.3387
2011-09-04,212.8584
2011-09-05,217.25
2011-09-06,220.5004
2011-09-07,225.5283
2011-09-08,229.0763
2011-09-09,231.4943
2011-09-10,233.1625
2011-09-11,235.4155
2011-09-12,237.9087
2011-09-13,240.4882
2011-09-14,242.5689
2011-09-15,244.2371
2011-09-16,245.4283
2011-09-17,245.2991
2011-09-18,245.5215
2011-09-19,248.108
2011-09-20,250.9386
2011-09-21,252.3017
2011-09-22,253.1664
2011-09-23,253.3745
2011-09-24,253.0444
2011-09-25,252.6248
2011-09-26,252.1941
2011-09-27,251.7206
2011-09-28,251.0461
2011-09-29,250.3898
2011-09-30,249.8229
2011-10-01,249.7151
2011-10-02,250.0059
2011-10-03,250.0955
2011-10-04,249.2346
2011-10-05,248.9513
2011-10-06,249.1914
2011-10-07,249.414
2011-10-08,249.5287
2011-10-09,249.7475
2011-10-10,250.1708
2011-10-11,250.5081
2011-10-12,250.4613
2011-10-13,249.6184
2011-10-14,248.4525
2011-10-15,247.3653
2011-10-16,246.3753
2011-10-17,245.2453
2011-10-18,244.4633
2011-10-19,243.7241
2011-10-20,242.637
2011-10-21,241.2775
2011-10-22,240.8219
2011-10-23,241.1518
2011-10-24,241.0479
2011-10-25,239.9716
2011-10-26,238.9347
2011-10-27,238.8414
2011-10-28,238.9814
2011-10-29,239.0532
2011-10-30,239.4836
2011-10-31,240.7967
2011-11-01,241.3097
2011-11-02,240.8541
2011-11-03,240.438
2011-11-04,240.3592
2011-11-05,241.2917
2011-11-06,242.8989
2011-11-07,243.8245
2011-11-08,243.6021
2011-11-09,243.0998
2011-11-10,242.4576
2011-11-11,241.6793
2011-11-12,240.7967
2011-11-13,240.4846
2011-11-14,239.8604
2011-11-15,238.6477
2011-11-16,237.1805
2011-11-17,235.6809
2011-11-18,234.1419
2011-11-19,232.6818
2011-11-20,231.2522
2011-11-21,229.896
2011-11-22,228.4593
2011-11-23,226.9095
2011-11-24,225.5067
2011-11-25,224.3157
2011-11-26,223.5624
2011-11-27,224.5687
2011-11-28,226.5131
2011-11-29,228.4808
2011-11-30,230.6154
2011-12-01,233.0979
2011-12-02,235.8603
2011-12-03,237.7509
2011-12-04,239.4944
2011-12-05,240.3412
2011-12-06,239.9573
2011-12-07,239.315
2011-12-08,238.4289
2011-12-09,237.8514
2011-12-10,236.8756
2011-12-11,235.8424
2011-12-12,234.8808
2011-12-13,234.1778
2011-12-14,233.6468
2011-12-15,233.3526
2011-12-16,232.9437
2011-12-17,232.3123
2011-12-18,231.394
2011-12-19,230.2457
2011-12-20,229.0333
2011-12-21,227.7024
2011-12-22,226.3821
2011-12-23,225.2341
2011-12-24,224.2691
2011-12-25,224.0592
2011-12-26,225.3004
2011-12-27,228.0755
2011-12-28,230.2816
2011-12-29,232.1222
2011-12-30,233.5284
2011-12-31,233.3885
2012-01-01,233.9517
2012-01-02,234.6871
2012-01-03,234.21
2012-01-04,233.7545
2012-01-05,232.9329
2012-01-06,231.9105
2012-01-07,230.7338
2012-01-08,229.5033
2012-01-09,228.506
2012-01-10,227.4943
2012-01-11,226.1417
2012-01-12,225.0189
2012-01-13,223.9641
2012-01-14,222.7303
2012-01-15,221.3918
2012-01-16,220.0363
2012-01-17,218.6092
2012-01-18,217.1871
2012-01-19,215.849
2012-01-20,214.4271
2012-01-21,213.075
2012-01-22,211.9832
2012-01-23,210.6382
2012-01-24,209.1584
2012-01-25,207.6248
2012-01-26,206.1469
2012-01-27,204.8123
2012-01-28,203.3763
2012-01-29,201.8968
2012-01-30,200.4573
2012-01-31,198.9254
2012-02-01,197.3462
2012-02-02,195.7006
2012-02-03,194.1075
2012-02-04,193.3773
2012-02-05,193.4156
2012-02-06,193.4472
2012-02-07,192.5597
2012-02-08,190.9142
2012-02-09,189.2521
2012-02-10,187.5293
2012-02-11,185.8114
2012-02-12,184.1017
2012-02-13,182.8362
2012-02-14,181.2083
2012-02-15,179.5752
2012-02-16,177.8708
2012-02-17,176.1732
2012-02-18,174.6627
2012-02-19,173.4328
2012-02-20,172.072
2012-02-21,171.0292
2012-02-22,170.0188
2012-02-23,169.0629
2012-02-24,168.0558
2012-02-25,166.9399
2012-02-26,165.7373
2012-02-27,164.3799
2012-02-28,163.252
2012-02-29,162.8643
2012-03-01,162.9765
2012-03-02,163.058
2012-03-03,162.7894
2012-03-04,162.4253
2012-03-05,161.7926
2012-03-06,160.9591
2012-03-07,160.3366
2012-03-08,159.69
2012-03-09,158.8736
2012-03-10,158.2068
2012-03-11,158.3258
2012-03-12,159.2206
2012-03-13,160.4726
2012-03-14,161.4933
2012-03-15,161.4492
2012-03-16,161.6871
2012-03-17,162.1124
2012-03-18,163.5582
2012-03-19,164.7559
2012-03-20,165.7322
2012-03-21,166.8004
2012-03-22,167.5999
2012-03-23,169.1377
2012-03-24,170.8795
2012-03-25,172.4581
2012-03-26,173.7952
2012-03-27,175.3601
2012-03-28,177.2142
2012-03-29,178.8949
2012-03-30,180.3067
2012-03-31,181.4294
2012-04-01,182.2561
2012-04-02,182.8957
2012-04-03,183.3447
2012-04-04,183.719
2012-04-05,183.9807
2012-04-06,184.2259
2012-04-07,184.5183
2012-04-08,184.709
2012-04-09,184.9507
2012-04-10,185.3928
2012-04-11,185.9509
2012-04-12,186.6176
2012-04-13,187.434
2012-04-14,188.1077
2012-04-15,188.7319
2012-04-16,188.885
2012-04-17,187.9886
2012-04-18,187.0463
2012-04-19,186.3386
2012-04-20,185.7399
2012-04-21,185.8419
2012-04-22,186.5156
2012-04-23,186.9272
2012-04-24,187.1653
2012-04-25,188.3996
2012-04-26,190.4879
2012-04-27,193.0943
2012-04-28,195.6761
2012-04-29,197.9995
2012-04-30,199.079
2012-05-01,200.2913
2012-05-02,201.5317
2012-05-03,202.6707
2012-05-04,203.5266
2012-05-05,203.9563
2012-05-06,204.0332
2012-05-07,203.6139
2012-05-08,202.9467
2012-05-09,202.2829
2012-05-10,201.839
2012-05-11,202.4855
2012-05-12,203.5616
2012-05-13,204.3999
2012-05-14,204.9975
2012-05-15,205.0779
2012-05-16,205.8046
2012-05-17,207.5374
2012-05-18,209.0536
2012-05-19,210.2067
2012-05-20,211.1325
2012-05-21,211.8976
2012-05-22,212.5963
2012-05-23,213.1518
2012-05-24,213.6758
2012-05-25,214.0639
2012-05-26,214.455
2012-05-27,214.7626
2012-05-28,214.9965
2012-05-29,215.1924
2012-05-30,215.2483
2012-05-31,215.3842
2012-06-01,215.3947
2012-06-02,215.4892
2012-06-03,215.4822
2012-06-04,215.5486
2012-06-05,215.5521
2012-06-06,215.5521
2012-06-07,215.5521
2012-06-08,215.5836
2012-06-09,215.7862
2012-06-10,215.9398
2012-06-11,216.0936
2012-06-12,216.223
2012-06-13,216.366
2012-06-14,216.5338
2012-06-15,216.5583
2012-06-16,216.8273
2012-06-17,217.3304
2012-06-18,217.8789
2012-06-19,218.4659
2012-06-20,218.8363
2012-06-21,219.1157
2012-06-22,219.4023
2012-06-23,220.4433
2012-06-24,222.3425
2012-06-25,224.757
2012-06-26,226.4718
2012-06-27,227.5876
2012-06-28,228.4198
2012-06-29,229.1947
2012-06-30,230.0162
2012-07-01,230.8378
2012-07-02,231.6917
2012-07-03,232.3805
2012-07-04,233.3849
2012-07-05,234.2817
2012-07-06,234.9812
2012-07-07,235.8819
2012-07-08,237.1196
2012-07-09,238.1204
2012-07-10,239.6164
2012-07-11,241.3062
2012-07-12,242.7446
2012-07-13,244.0219
2012-07-14,245.0121
2012-07-15,245.7295
2012-07-16,246.2497
2012-07-17,246.6516
2012-07-18,246.9204
2012-07-19,247.2649
2012-07-20,247.5339
2012-07-21,247.7279
2012-07-22,247.8067
2012-07-23,247.9572
2012-07-24,248.1296
2012-07-25,248.2625
2012-07-26,248.2625
2012-07-27,248.4096
2012-07-28,248.4347
2012-07-29,248.4347
2012-07-30,248.4347
2012-07-31,248.4741
2012-08-01,248.6066
2012-08-02,248.7179
2012-08-03,249.0658
2012-08-04,249.2919
2012-08-05,249.4356
2012-08-06,249.3171
2012-08-07,249.1878
2012-08-08,249.4139
2012-08-09,249.995
2012-08-10,250.44
2012-08-11,250.8596
2012-08-12,251.1753
2012-08-13,251.4804
2012-08-14,251.6524
2012-08-15,251.1789
2012-08-16,250.44
2012-08-17,249.8695
2012-08-18,248.944
2012-08-19,248.1368
2012-08-20,247.1644
2012-08-21,246.0847
2012-08-22,244.9583
2012-08-23,243.8173
2012-08-24,242.6514
2012-08-25,241.5537
2012-08-26,240.5241
2012-08-27,239.15
2012-08-28,237.9948
2012-08-29,237.299
2012-08-30,237.5536
2012-08-31,237.9302
2012-09-01,238.472
2012-09-02,239.2433
2012-09-03,239.7851
2012-09-04,240.2264
2012-09-05,240.4702
2012-09-06,240.6855
2012-09-07,240.8471
2012-09-08,240.9617
2012-09-09,241.0154
2012-09-10,241.0764
2012-09-11,241.3456
2012-09-12,241.5714
2012-09-13,241.7187
2012-09-14,241.9125
2012-09-15,242.1024
2012-09-16,242.2352
2012-09-17,242.6191
2012-09-18,243.1249
2012-09-19,243.5375
2012-09-20,243.8065
2012-09-21,244.0543
2012-09-22,244.2049
2012-09-23,244.3483
2012-09-24,244.5278
2012-09-25,244.5027
2012-09-26,245.1305
2012-09-27,246.282
2012-09-28,247.1788
2012-09-29,248.4453
2012-09-30,249.5503
2012-10-01,250.2317
2012-10-02,249.9772
2012-10-03,250.3896
2012-10-04,251.9393
2012-10-05,252.3842
2012-10-06,252.4345
2012-10-07,252.2226
2012-10-08,251.8104
2012-10-09,250.9493
2012-10-10,249.7727
2012-10-11,248.4488
2012-10-12,247.1393
2012-10-13,245.9914
2012-10-14,244.8542
2012-10-15,243.8962
2012-10-16,242.9958
2012-10-17,243.351
2012-10-18,245.256
2012-10-19,247.8354
2012-10-20,248.7717
2012-10-21,250.3574
2012-10-22,251.326
2012-10-23,251.3296
2012-10-24,250.8596
2012-10-25,250.0883
2012-10-26,249.0122
2012-10-27,247.7385
2012-10-28,246.4201
2012-10-29,245.0641
2012-10-30,243.6415
2012-10-31,242.3644
2012-11-01,242.0811
2012-11-02,243.4012
2012-11-03,245.317
2012-11-04,246.9797
2012-11-05,248.0309
2012-11-06,247.8855
2012-11-07,247.1824
2012-11-08,246.4075
2012-11-09,245.6147
2012-11-10,245.2489
2012-11-11,247.256
2012-11-12,249.3583
2012-11-13,250.3574
2012-11-14,250.9637
2012-11-15,251.509
2012-11-16,251.7061
2012-11-17,251.7061
2012-11-18,251.7061
2012-11-19,251.3619
2012-11-20,250.7341
2012-11-21,250.6085
2012-11-22,251.1215
2012-11-23,251.5771
2012-11-24,252.7216
2012-11-25,253.3673
2012-11-26,253.2991
2012-11-27,252.7288
2012-11-28,251.8246
2012-11-29,250.7771
2012-11-30,249.6722
2012-12-01,248.5314
2012-12-02,247.4173
2012-12-03,246.108
2012-12-04,244.8327
2012-12-05,243.3653
2012-12-06,241.7402
2012-12-07,240.1008
2012-12-08,238.4253
2012-12-09,237.1536
2012-12-10,235.7186
2012-12-11,234.0737
2012-12-12,232.3912
2012-12-13,230.7625
2012-12-14,229.1014
2012-12-15,227.6844
2012-12-16,226.3965
2012-12-17,225.1086
2012-12-18,223.5695
2012-12-19,221.9617
2012-12-20,220.349
2012-12-21,218.8398
2012-12-22,217.4806
2012-12-23,216.2962
2012-12-24,215.2621
2012-12-25,214.3084
2012-12-26,213.2811
2012-12-27,212.2155
2012-12-28,210.874
2012-12-29,210.0005
2012-12-30,209.2143
2012-12-31,208.5436
2013-01-01,207.9602
2013-01-02,207.223
2013-01-03,206.2692
2013-01-04,205.256
2013-01-05,204.2708
2013-01-06,203.3746
2013-01-07,202.3754
2013-01-08,201.2242
2013-01-09,199.97
2013-01-10,198.7786
2013-01-11,197.4545
2013-01-12,196.0325
2013-01-13,194.6018
2013-01-14,193.0855
2013-01-15,191.5465
2013-01-16,189.9499
2013-01-17,188.3165
2013-01-18,186.6618
2013-01-19,185.0118
2013-01-20,183.5064
2013-01-21,182.0027
2013-01-22,180.3135
2013-01-23,178.6159
2013-01-24,176.8979
2013-01-25,175.1797
2013-01-26,173.7374
2013-01-27,172.385
2013-01-28,171.099
2013-01-29,169.6719
2013-01-30,168.2531
2013-01-31,166.8243
2013-02-01,165.2661
2013-02-02,163.6059
2013-02-03,161.9814
2013-02-04,160.3756
2013-02-05,158.7205
2013-02-06,157.0535
2013-02-07,155.4082
2013-02-08,153.7999
2013-02-09,152.1659
2013-02-10,150.5401
2013-02-11,148.9061
2013-02-12,147.2117
2013-02-13,145.5093
2013-02-14,143.8426
2013-02-15,142.1891
2013-02-16,140.6008
2013-02-17,139.0499
2013-02-18,137.491
2013-02-19,135.9107
2013-02-20,134.2931
2013-02-21,132.708
2013-02-22,131.1001
2013-02-23,129.4727
2013-02-24,127.8533
2013-02-25,126.2064
2013-02-26,124.5888
2013-02-27,122.938
2013-02-28,121.2783
2013-03-01,119.6217
2013-03-02,117.9945
2013-03-03,116.4238
2013-03-04,114.7933
2013-03-05,113.1287
2013-03-06,111.5014
2013-03-07,109.8255
2013-03-08,108.1171
2013-03-09,106.4574
2013-03-10,104.7798
2013-03-11,103.1103
2013-03-12,101.3712
2013-03-13,99.60446
2013-03-14,97.80535
2013-03-15,96.05158
2013-03-16,94.39202
2013-03-17,92.72919
2013-03-18,91.07329
2013-03-19,89.38472
2013-03-20,87.7474
2013-03-21,86.01389
2013-03-22,84.27734
2013-03-23,82.56245
2013-03-24,80.88942
2013-03-25,79.36063
2013-03-26,77.7155
2013-03-27,76.0255
2013-03-28,74.29193
2013-03-29,72.65465
2013-03-30,71.04516
2013-03-31,69.35202
2013-04-01,67.84492
2013-04-02,66.26647
2013-04-03,64.59215
2013-04-04,62.97628
2013-04-05,61.43634
2013-04-06,59.95756
2013-04-07,58.4584
2013-04-08,57.01173
2013-04-09,55.58839
2013-04-10,54.10387
2013-04-11,52.66583
2013-04-12,51.24259
2013-04-13,49.74047
2013-04-14,48.26754
2013-04-15,47.51802
2013-04-16,47.78055
2013-04-17,49.51297
2013-04-18,51.84629
2013-04-19,54.65509
2013-04-20,57.37633
2013-04-21,59.76506
2013-04-22,61.87673
2013-04-23,63.71778
2013-04-24,65.49744
2013-04-25,67.19679
2013-04-26,68.72562
2013-04-27,70.18927
2013-04-28,71.60031
2013-04-29,74.9525
2013-04-30,76.73248
2013-05-01,78.05659
2013-05-02,78.91882
2013-05-03,78.72015
2013-05-04,79.26913
2013-05-05,81.12354
2013-05-06,82.75475
2013-05-07,84.09128
2013-05-08,86.02009
2013-05-09,89.75687
2013-05-10,93.1278
2013-05-11,96.7291
2013-05-12,101.0081
2013-05-13,105.0602
2013-05-14,108.6066
2013-05-15,111.725
2013-05-16,117.4628
2013-05-17,122.0919
2013-05-18,126.1104
2013-05-19,129.7108
2013-05-20,132.7994
2013-05-21,135.3792
2013-05-22,137.3687
2013-05-23,139.3712
2013-05-24,141.5531
2013-05-25,143.1316
2013-05-26,144.3286
2013-05-27,145.2321
2013-05-28,146.1094
2013-05-29,147.1856
2013-05-30,149.7068
2013-05-31,151.507
2013-06-01,152.8704
2013-06-02,154.2859
2013-06-03,155.2154
2013-06-04,154.85
2013-06-05,154.387
2013-06-06,153.914
2013-06-07,153.2487
2013-06-08,152.5149
2013-06-09,151.7712
2013-06-10,150.8124
2013-06-11,149.6024
2013-06-12,148.3109
2013-06-13,147.4008
2013-06-14,146.5855
2013-06-15,146.3898
2013-06-16,146.879
2013-06-17,147.2998
2013-06-18,147.2769
2013-06-19,146.3116
2013-06-20,145.4343
2013-06-21,145.18
2013-06-22,146.8595
2013-06-23,148.5392
2013-06-24,150.3917
2013-06-25,152.4301
2013-06-26,153.9825
2013-06-27,155.398
2013-06-28,156.8528
2013-06-29,158.8872
2013-06-30,161.3844
2013-07-01,163.0683
2013-07-02,164.4292
2013-07-03,165.4056
2013-07-04,166.399
2013-07-05,167.1713
2013-07-06,167.7462
2013-07-07,168.1986
2013-07-08,168.539
2013-07-09,168.852
2013-07-10,168.9847
2013-07-11,169.1243
2013-07-12,169.2839
2013-07-13,169.3724
2013-07-14,169.3452
2013-07-15,169.2533
2013-07-16,169.0118
2013-07-17,167.9946
2013-07-18,167.6576
2013-07-19,167.661
2013-07-20,167.5693
2013-07-21,167.4912
2013-07-22,167.1101
2013-07-23,165.773
2013-07-24,164.4632
2013-07-25,163.0581
2013-07-26,161.5306
2013-07-27,160.5
2013-07-28,160.3707
2013-07-29,160.0235
2013-07-30,158.7103
2013-07-31,157.3291
2013-08-01,155.792
2013-08-02,155.1208
2013-08-03,155.8291
2013-08-04,156.3697
2013-08-05,156.9107
2013-08-06,157.5979
2013-08-07,159.4179
2013-08-08,160.6733
2013-08-09,161.8607
2013-08-10,162.2655
2013-08-11,162.1395
2013-08-12,162.3642
2013-08-13,162.6567
2013-08-14,162.9697
2013-08-15,163.0818
2013-08-16,163.446
2013-08-17,163.9868
2013-08-18,163.9937
2013-08-19,164.6674
2013-08-20,165.1879
2013-08-21,165.6029
2013-08-22,165.9603
2013-08-23,166.2628
2013-08-24,166.508
2013-08-25,166.671
2013-08-26,166.8208
2013-08-27,166.8617
2013-08-28,167.0013
2013-08-29,167.0013
2013-08-30,167.0013
2013-08-31,167.0285
2013-09-01,166.9434
2013-09-02,166.9366
2013-09-03,166.9945
2013-09-04,166.9536
2013-09-05,166.9741
2013-09-06,167.0013
2013-09-07,167.0149
2013-09-08,167.0217
2013-09-09,167.0726
2013-09-10,166.9535
2013-09-11,166.1064
2013-09-12,165.1709
2013-09-13,164.7591
2013-09-14,164.9872
2013-09-15,165.5349
2013-09-16,166.6508
2013-09-17,168.0286
2013-09-18,169.3214
2013-09-19,170.4645
2013-09-20,171.3728
2013-09-21,172.0702
2013-09-22,172.6521
2013-09-23,173.0706
2013-09-24,173.4312
2013-09-25,173.7679
2013-09-26,174.0946
2013-09-27,174.3564
2013-09-28,174.3157
2013-09-29,173.3019
2013-09-30,172.1485
2013-10-01,171.0122
2013-10-02,169.7841
2013-10-03,168.3926
2013-10-04,166.9195
2013-10-05,166.5487
2013-10-06,167.1849
2013-10-07,167.9809
2013-10-08,168.0251
2013-10-09,167.2291
2013-10-10,166.5758
2013-10-11,165.9873
2013-10-12,165.256
2013-10-13,164.2931
2013-10-14,163.3303
2013-10-15,162.2927
2013-10-16,161.0782
2013-10-17,159.9282
2013-10-18,158.7511
2013-10-19,157.5026
2013-10-20,156.2864
2013-10-21,155.137
2013-10-22,154.3478
2013-10-23,156.1118
2013-10-24,159.6697
2013-10-25,162.2383
2013-10-26,164.7252
2013-10-27,167.241
2013-10-28,169.9763
2013-10-29,172.026
2013-10-30,173.5332
2013-10-31,174.6831
2013-11-01,175.7309
2013-11-02,176.6631
2013-11-03,178.5206
2013-11-04,181.8581
2013-11-05,183.9095
2013-11-06,184.4774
2013-11-07,185.1207
2013-11-08,186.1209
2013-11-09,187.0667
2013-11-10,187.9239
2013-11-11,188.4649
2013-11-12,188.5057
2013-11-13,187.8525
2013-11-14,186.9748
2013-11-15,186.2637
2013-11-16,186.1583
2013-11-17,186.5972
2013-11-18,187.0327
2013-11-19,187.3456
2013-11-20,186.4849
2013-11-21,185.3453
2013-11-22,184.1034
2013-11-23,182.9059
2013-11-24,181.7118
2013-11-25,180.5074
2013-11-26,179.0547
2013-11-27,177.7927
2013-11-28,176.789
2013-11-29,176.2072
2013-11-30,175.4451
2013-12-01,174.365
2013-12-02,172.8817
2013-12-03,171.4885
2013-12-04,170.1175
2013-12-05,169.1853
2013-12-06,168.1579
2013-12-07,166.9365
2013-12-08,165.836
2013-12-09,164.5806
2013-12-10,163.1738
2013-12-11,161.8301
2013-12-12,160.5849
2013-12-13,159.4417
2013-12-14,158.3089
2013-12-15,157.4141
2013-12-16,157.1963
2013-12-17,158.0401
2013-12-18,158.1353
2013-12-19,158.0843
2013-12-20,158.7579
2013-12-21,159.9316
2013-12-22,162.029
2013-12-23,164.4003
2013-12-24,167.0012
2013-12-25,170.9782
2013-12-26,173.6081
2013-12-27,175.6424
2013-12-28,178.1022
2013-12-29,180.4377
2013-12-30,182.0537
2013-12-31,184.1068
2014-01-01,186.4849
2014-01-02,188.6345
2014-01-03,190.8128
2014-01-04,193.4856
2014-01-05,195.6744
2014-01-06,197.6344
2014-01-07,199.5437
2014-01-08,202.164
2014-01-09,204.4384
2014-01-10,206.0701
2014-01-11,207.3453
2014-01-12,208.2641
2014-01-13,207.8448
2014-01-14,206.8631
2014-01-15,205.6753
2014-01-16,204.7109
2014-01-17,203.7782
2014-01-18,202.8244
2014-01-19,202.0121
2014-01-20,200.9814
2014-01-21,199.6694
2014-01-22,198.293
2014-01-23,196.8815
2014-01-24,195.4805
2014-01-25,194.0271
2014-01-26,192.6051
2014-01-27,191.2356
2014-01-28,189.8416
2014-01-29,188.4632
2014-01-30,187.0428
2014-01-31,185.6242
2014-02-01,184.3177
2014-02-02,183.0879
2014-02-03,181.7884
2014-02-04,180.4394
2014-02-05,179.0717
2014-02-06,177.8437
2014-02-07,176.7992
2014-02-08,175.9146
2014-02-09,175.4469
2014-02-10,174.4909
2014-02-11,173.2849
2014-02-12,172.0601
2014-02-13,171.315
2014-02-14,170.5801
2014-02-15,170.757
2014-02-16,171.4817
2014-02-17,171.9444
2014-02-18,172.0089
2014-02-19,171.1109
2014-02-20,170.0052
2014-02-21,168.971
2014-02-22,168.0489
2014-02-23,167.3005
2014-02-24,166.763
2014-02-25,166.6744
2014-02-26,166.7153
2014-02-27,166.7527
2014-02-28,166.7936
2014-03-01,166.3208
2014-03-02,165.7305
2014-03-03,165.0535
2014-03-04,164.0686
2014-03-05,162.9425
2014-03-06,161.7552
2014-03-07,161.0407
2014-03-08,161.2482
2014-03-09,161.3777
2014-03-10,161.5612
2014-03-11,161.7381
2014-03-12,161.8164
2014-03-13,161.6735
2014-03-14,161.3845
2014-03-15,162.0342
2014-03-16,163.0394
2014-03-17,163.6551
2014-03-18,163.2079
2014-03-19,162.8541
2014-03-20,162.9731
2014-03-21,164.5312
2014-03-22,166.9637
2014-03-23,169.0373
2014-03-24,170.1804
2014-03-25,169.9202
2014-03-26,169.6106
2014-03-27,169.0527
2014-03-28,168.3178
2014-03-29,167.5557
2014-03-30,166.882
2014-03-31,166.467
2014-04-01,165.9839
2014-04-02,165.5349
2014-04-03,164.8919
2014-04-04,164.2523
2014-04-05,163.5786
2014-04-06,162.7384
2014-04-07,162.194
2014-04-08,163.4902
2014-04-09,166.6712
2014-04-10,168.8962
2014-04-11,170.1311
2014-04-12,170.6924
2014-04-13,171.5055
2014-04-14,172.55
2014-04-15,173.1624
2014-04-16,173.3698
2014-04-17,173.472
2014-04-18,174.5844
2014-04-19,175.8193
2014-04-20,177.1803
2014-04-21,179.5345
2014-04-22,182.2425
2014-04-23,184.9029
2014-04-24,187.8156
2014-04-25,190.0967
2014-04-26,191.8853
2014-04-27,193.6254
2014-04-28,195.6202
2014-04-29,197.7829
2014-04-30,199.8861
2014-05-01,201.6365
2014-05-02,202.7825
2014-05-03,203.4917
2014-05-04,203.806
2014-05-05,203.9772
2014-05-06,204.3511
2014-05-07,206.1365
2014-05-08,207.8554
2014-05-09,208.6903
2014-05-10,209.2528
2014-05-11,209.9761
2014-05-12,211.1779
2014-05-13,212.5125
2014-05-14,214.0917
2014-05-15,215.5801
2014-05-16,216.8797
2014-05-17,218.5428
2014-05-18,220.5202
2014-05-19,222.2122
2014-05-20,223.7381
2014-05-21,225.0834
2014-05-22,226.4
2014-05-23,227.3544
2014-05-24,228.6817
2014-05-25,230.6261
2014-05-26,231.993
2014-05-27,231.9679
2014-05-28,231.7671
2014-05-29,232.4451
2014-05-30,233.2019
2014-05-31,233.8189
2014-06-01,234.1563
2014-06-02,234.7158
2014-06-03,235.175
2014-06-04,235.5447
2014-06-05,236.481
2014-06-06,237.9805
2014-06-07,239.0244
2014-06-08,239.8174
2014-06-09,240.4237
2014-06-10,240.89
2014-06-11,241.3098
2014-06-12,241.6074
2014-06-13,241.751
2014-06-14,241.9233
2014-06-15,242.0701
2014-06-16,242.0809
2014-06-17,242.2245
2014-06-18,242.1706
2014-06-19,242.167
2014-06-20,242.063
2014-06-21,242.063
2014-06-22,241.9448
2014-06-23,241.909
2014-06-24,242.063
2014-06-25,242.0092
