iso_year,iso_week,fyllingsgrad,kapasitet_TWh,fylling_TWh
2004,37,0.667325,34.04359,22.718138
2004,38,0.6996356,34.04359,23.818108
2004,39,0.7234591,34.04359,24.629147
2004,40,0.73415506,34.04359,24.993273
2004,41,0.7688075,34.04359,26.172966
2004,42,0.7634515,34.04359,25.990631
2004,43,0.77131176,34.04359,26.25822
2004,44,0.7707289,34.04359,26.238379
2004,45,0.7686064,34.04359,26.16612
2004,46,0.7829319,34.04359,26.653812
2004,47,0.7836343,34.04359,26.677725
2004,48,0.7719523,34.04359,26.280027
2004,49,0.76274544,34.04359,25.966595
2004,50,0.7552901,34.04359,25.712786
2004,51,0.758478,34.04359,25.821312
2004,52,0.74468243,34.04359,25.351664
2004,53,0.7410713,34.04359,25.228727
2005,1,0.76023734,34.04359,25.881208
2005,2,0.76730686,34.04359,26.121881
2005,3,0.75173336,34.04359,25.591703
2005,4,0.7240849,34.04359,24.65045
2005,5,0.6969593,34.04359,23.726997
2005,6,0.6718628,34.04359,22.872622
2005,7,0.63911885,34.04359,21.7579
2005,8,0.6034922,34.04359,20.54504
2005,9,0.5674134,34.04359,19.31679
2005,10,0.5342176,34.04359,18.186686
2005,11,0.5064013,34.04359,17.23972
2005,12,0.48266956,34.04359,16.431805
2005,13,0.45968506,34.04359,15.649329
2005,14,0.4416826,34.04359,15.036462
2005,15,0.43074086,34.04359,14.663965
2005,16,0.41733772,34.04359,14.207674
2005,17,0.41260678,34.04359,14.046617
2005,18,0.42799726,34.04359,14.570563
2005,19,0.422307,34.04359,14.376846
2005,20,0.431564,34.04359,14.691988
2005,21,0.4893073,34.04359,16.657778
2005,22,0.5272728,34.04359,17.95026
2005,23,0.55382127,34.04359,18.854065
2005,24,0.6083134,34.04359,20.709171
2005,25,0.6626685,34.04359,22.559616
2005,26,0.6916121,34.04359,23.544958
2005,27,0.73936206,34.04359,25.17054
2005,28,0.7593439,34.04359,25.850794
2005,29,0.7813639,34.04359,26.600431
2005,30,0.79119015,34.04359,26.934954
2005,31,0.8013462,34.04359,27.2807
2005,32,0.8012123,34.04359,27.276142
2005,33,0.7964338,34.04359,27.113466
2005,34,0.8016864,34.04359,27.292284
2005,35,0.81077176,34.04359,27.601582
2005,36,0.8133642,34.04359,27.689838
2005,37,0.8354326,34.04359,28.441126
2005,38,0.8400237,34.04359,28.597422
2005,39,0.85597384,34.04359,29.140423
2005,40,0.8553056,34.04359,29.117674
2005,41,0.84463155,34.04359,28.754292
2005,42,0.82681984,34.04359,28.147917
2005,43,0.8390377,34.04359,28.563856
2005,44,0.886214,34.04359,30.169907
2005,45,0.92498416,34.04359,31.48978
2005,46,0.93113613,34.04359,31.699217
2005,47,0.9082239,34.04359,30.919203
2005,48,0.87796617,34.04359,29.889118
2005,49,0.8504912,34.04359,28.953775
2005,50,0.82921606,34.04359,28.229492
2005,51,0.8068201,34.04359,27.467052
2005,52,0.7774994,34.04359,26.468868
2006,1,0.744876,34.04359,25.358253
2006,2,0.7246166,34.04359,24.66855
2006,3,0.6943171,34.04359,23.637047
2006,4,0.65883636,34.04359,22.429153
2006,5,0.62696415,34.04359,21.34411
2006,6,0.6012074,34.04359,20.467258
2006,7,0.57238024,34.04359,19.485878
2006,8,0.540741,34.04359,18.408766
2006,9,0.50786686,34.04359,17.289612
2006,10,0.474795,34.04359,16.163727
2006,11,0.44325715,34.04359,15.090064
2006,12,0.4125818,34.04359,14.045766
2006,13,0.3857826,34.04359,13.133425
2006,14,0.3590511,34.04359,12.223389
2006,15,0.33644924,34.04359,11.453939
2006,16,0.31640515,34.04359,10.771567
2006,17,0.30515173,34.04359,10.38846
2006,18,0.3379825,34.04359,11.506138
2006,19,0.39228293,34.04359,13.35472
2006,20,0.420535,34.04359,14.316521
2006,21,0.45207486,34.04359,15.390251
2006,22,0.4712991,34.04359,16.044714
2006,23,0.49375108,34.04359,16.80906
2006,24,0.5173216,34.04359,17.611485
2006,25,0.5442133,34.04359,18.526974
2006,26,0.5469216,34.04359,18.619175
2006,27,0.54587966,34.04359,18.583704
2006,28,0.55613923,34.04359,18.932976
2006,29,0.5470111,34.04359,18.622221
2006,30,0.53551674,34.04359,18.230911
2006,31,0.5273978,34.04359,17.954515
2006,32,0.51468754,34.04359,17.52181
2006,33,0.50418216,34.04359,17.16417
2006,34,0.49696267,34.04359,16.918392
2006,35,0.52190423,34.04359,17.767494
2006,36,0.525042,34.04359,17.874315
2006,37,0.5144135,34.04359,17.51248
2006,38,0.5073492,34.04359,17.271988
2006,39,0.5076699,34.04359,17.282906
2006,40,0.5264249,34.04359,17.921392
2006,41,0.5321099,34.04359,18.114931
2006,42,0.5299392,34.04359,18.04103
2006,43,0.5381705,34.04359,18.321257
2006,44,0.5552373,34.04359,18.902271
2006,45,0.5764671,34.04359,19.62501
2006,46,0.5897759,34.04359,20.07809
2006,47,0.6088747,34.04359,20.72828
2006,48,0.63661784,34.04359,21.672756
2006,49,0.6457668,34.04359,21.98422
2006,50,0.66750044,34.04359,22.724112
2006,51,0.66242445,34.04359,22.551306
2006,52,0.6593795,34.04359,22.447645
2007,1,0.653958,34.04359,22.263079
2007,2,0.6566813,34.04359,22.35579
2007,3,0.6509502,34.04359,22.16068
2007,4,0.62444216,34.04359,21.258251
2007,5,0.6046775,34.04359,20.585392
2007,6,0.5773703,34.04359,19.655758
2007,7,0.5473341,34.04359,18.633217
2007,8,0.5162149,34.04359,17.573809
2007,9,0.4889247,34.04359,16.644753
2007,10,0.46919456,34.04359,15.973067
2007,11,0.4648021,34.04359,15.823531
2007,12,0.44596934,34.04359,15.182398
2007,13,0.4304215,34.04359,14.653092
2007,14,0.41544616,34.04359,14.143278
2007,15,0.4099513,34.04359,13.956214
2007,16,0.40733522,34.04359,13.867153
2007,17,0.4412423,34.04359,15.021472
2007,18,0.4775494,34.04359,16.257496
2007,19,0.49096718,34.04359,16.714285
2007,20,0.5097017,34.04359,17.352076
2007,21,0.543354,34.04359,18.49772
2007,22,0.6014338,34.04359,20.474966
2007,23,0.6587568,34.04359,22.426445
2007,24,0.6906075,34.04359,23.510757
2007,25,0.7214939,34.04359,24.562243
2007,26,0.7541134,34.04359,25.672726
2007,27,0.8193565,34.04359,27.893835
2007,28,0.8575124,34.04359,29.1928
2007,29,0.8902602,34.04359,30.307653
2007,30,0.9125595,34.04359,31.066801
2007,31,0.925471,34.04359,31.506355
2007,32,0.9328835,34.04359,31.758703
2007,33,0.95852226,34.04359,32.63154
2007,34,0.9602024,34.04359,32.688736
2007,35,0.95460254,34.04359,32.498096
